01;algebra linear
02;bioestatistica
03;bioestatistica 1
04;calculo 1a
05;calculo 1b
06;calculo 1c
07;calculo 2a
08;calculo 2b
09;calculo 3
10;calculo 3a
11;calculo 3b
12;calculo numerico
13;edo
14;estatistica
15;estatistica aplicada a psicologia
16;estatistica descritiva e probabilidade
17;estatistica ii
18;estatistica inferencial
19;geometria analitica
20;introducao a estatistica
21;matematicadiscreta
22;probabilidade e estatistica
23;probabilidade e estatistica a
